date_sampling,new_cases,active_cases,total_tests,fourteen_day_moving_total_new_cases,released_while_active,resolved,deaths,seven_day_moving_total_active_cases,interceptor,utility,sample_code,new_cases_Ep,new_cases_Col,seven_day_moving_total_new_cases_Ep,seven_day_moving_total_new_cases_Col,seven_day_moving_total_new_cases
7/16/20,,,,42,,,,,N49,C,C_C_N49,,,,,
7/17/20,,,,45,,,,,N49,C,C_C_N49,,,,,
7/18/20,,,,45,,,,,N49,C,C_C_N49,,,,,
7/19/20,,,,45,,,,,N49,C,C_C_N49,,,,,
7/20/20,,,,45,,,,,N49,C,C_C_N49,,,,,
7/21/20,,,,45,,,,,N49,C,C_C_N49,,,,,
7/22/20,,,,45,,,,,N49,C,C_C_N49,,,,,
7/23/20,,,,41,,,,,N49,C,C_C_N49,,,,,
7/24/20,,,,41,,,,,N49,C,C_C_N49,,,,,
7/25/20,,,,38,,,,,N49,C,C_C_N49,,,,,
7/26/20,,,,38,,,,,N49,C,C_C_N49,,,,,
7/27/20,,,,32,,,,,N49,C,C_C_N49,,,,,
7/28/20,,,,32,,,,,N49,C,C_C_N49,,,,,
7/29/20,,,,35,,,,,N49,C,C_C_N49,,,,,
7/30/20,,,,35,,,,,N49,C,C_C_N49,,,,,
7/31/20,,,,33,,,,,N49,C,C_C_N49,,,,,
8/1/20,,,,33,,,,,N49,C,C_C_N49,,,,,
8/2/20,,,,34,,,,,N49,C,C_C_N49,,,,,
8/3/20,,,,34,,,,,N49,C,C_C_N49,,,,,
8/4/20,,,,33,,,,,N49,C,C_C_N49,,,,,
8/5/20,,,,33,,,,,N49,C,C_C_N49,,,,,
8/6/20,,,,38,,,,,N49,C,C_C_N49,,,,,
8/7/20,,,,38,,,,,N49,C,C_C_N49,,,,,
8/8/20,,,,39,,,,,N49,C,C_C_N49,,,,,
8/9/20,,,,39,,,,,N49,C,C_C_N49,,,,,
8/10/20,,,,39,,,,,N49,C,C_C_N49,,,,,
8/11/20,,,,39,,,,,N49,C,C_C_N49,,,,,
8/12/20,,,,34,,,,,N49,C,C_C_N49,,,,,
8/13/20,,,,34,,,,,N49,C,C_C_N49,,,,,
8/14/20,,,,36,,,,,N49,C,C_C_N49,,,,,
8/15/20,,,,36,,,,,N49,C,C_C_N49,,,,,
8/16/20,,,,36,,,,,N49,C,C_C_N49,,,,,
8/17/20,,,,36,,,,,N49,C,C_C_N49,,,,,
8/18/20,,,,32,,,,,N49,C,C_C_N49,,,,,
8/19/20,,,,32,,,,,N49,C,C_C_N49,,,,,
8/20/20,,,,25,,,,,N49,C,C_C_N49,,,,,
8/21/20,,,,25,,,,,N49,C,C_C_N49,,,,,
8/22/20,,,,24,,,,,N49,C,C_C_N49,,,,,
8/23/20,,,,24,,,,,N49,C,C_C_N49,,,,,
8/24/20,,,,27,,,,,N49,C,C_C_N49,,,,,
8/25/20,,,,27,,,,,N49,C,C_C_N49,,,,,
8/26/20,,,,29,,,,,N49,C,C_C_N49,,,,,
8/27/20,,,,29,,,,,N49,C,C_C_N49,,,,,
8/28/20,,,,29,,,,,N49,C,C_C_N49,,,,,
8/29/20,,,,29,,,,,N49,C,C_C_N49,,,,,
8/30/20,,,,25,,,,,N49,C,C_C_N49,,,,,
8/31/20,,,,25,,,,,N49,C,C_C_N49,,,,,
9/1/20,,,,26,,,,,N49,C,C_C_N49,,,,,
9/2/20,,,,26,,,,,N49,C,C_C_N49,,,,,
9/3/20,,,,26,,,,,N49,C,C_C_N49,,,,,
9/4/20,,,,26,,,,,N49,C,C_C_N49,,,,,
9/5/20,,,,25,,,,,N49,C,C_C_N49,,,,,
9/6/20,,,,25,,,,,N49,C,C_C_N49,,,,,
9/7/20,,,,23,,,,,N49,C,C_C_N49,,,,,
9/8/20,,,,23,,,,,N49,C,C_C_N49,,,,,
9/9/20,,,,26,,,,,N49,C,C_C_N49,,,,,
9/10/20,,,,26,,,,,N49,C,C_C_N49,,,,,
9/11/20,,,,24,,,,,N49,C,C_C_N49,,,,,
9/12/20,,,,24,,,,,N49,C,C_C_N49,,,,,
9/13/20,,,,25,,,,,N49,C,C_C_N49,,,,,
9/14/20,,,,25,,,,,N49,C,C_C_N49,,,,,
9/15/20,,,,29,,,,,N49,C,C_C_N49,,,,,
9/16/20,,,,29,,,,,N49,C,C_C_N49,,,,,
9/17/20,,,,29,,,,,N49,C,C_C_N49,,,,,
9/18/20,,,,29,,,,,N49,C,C_C_N49,,,,,
9/19/20,,,,29,,,,,N49,C,C_C_N49,,,,,
9/20/20,,,,29,,,,,N49,C,C_C_N49,,,,,
9/21/20,,,,28,,,,,N49,C,C_C_N49,,,,,
9/22/20,,,,28,,,,,N49,C,C_C_N49,,,,,
9/23/20,,,,22,,,,,N49,C,C_C_N49,,,,,
9/24/20,,,,22,,,,,N49,C,C_C_N49,,,,,
9/25/20,,,,19,,,,,N49,C,C_C_N49,,,,,
9/26/20,,,,19,,,,,N49,C,C_C_N49,,,,,
9/27/20,,,,19,,,,,N49,C,C_C_N49,,,,,
10/28/20,,,,36,,,,,N49,C,C_C_N49,,,,,
10/29/20,,,,38,,,,,N49,C,C_C_N49,,,,,
10/30/20,,,,38,,,,,N49,C,C_C_N49,,,,,
10/31/20,,,,46,,,,,N49,C,C_C_N49,,,,,
11/1/20,,,,46,,,,,N49,C,C_C_N49,,,,,
11/2/20,,,,46,,,,,N49,C,C_C_N49,,,,,
11/3/20,,,,46,,,,,N49,C,C_C_N49,,,,,
11/4/20,,,,50,,,,,N49,C,C_C_N49,,,,,
11/5/20,,,,50,,,,,N49,C,C_C_N49,,,,,
11/6/20,,,,54,,,,,N49,C,C_C_N49,,,,,
11/7/20,,,,54,,,,,N49,C,C_C_N49,,,,,
11/8/20,,,,62,,,,,N49,C,C_C_N49,,,,,
11/9/20,,,,62,,,,,N49,C,C_C_N49,,,,,
11/10/20,,,,63,,,,,N49,C,C_C_N49,,,,,
11/11/20,,,,63,,,,,N49,C,C_C_N49,,,,,
11/12/20,,,,67,,,,,N49,C,C_C_N49,,,,,
11/13/20,,,,67,,,,,N49,C,C_C_N49,,,,,
11/14/20,,,,61,,,,,N49,C,C_C_N49,,,,,
11/15/20,,,,61,,,,,N49,C,C_C_N49,,,,,
11/16/20,,,,64,,,,,N49,C,C_C_N49,,,,,
11/17/20,,,,64,,,,,N49,C,C_C_N49,,,,,
11/18/20,,,,65,,,,,N49,C,C_C_N49,,,,,
11/19/20,,,,65,,,,,N49,C,C_C_N49,,,,,
11/20/20,,,,63,,,,,N49,C,C_C_N49,,,,,
11/21/20,,,,63,,,,,N49,C,C_C_N49,,,,,
11/22/20,,,,62,,,,,N49,C,C_C_N49,,,,,
11/23/20,,,,62,,,,,N49,C,C_C_N49,,,,,
11/24/20,,,,68,,,,,N49,C,C_C_N49,,,,,
11/25/20,,,,68,,,,,N49,C,C_C_N49,,,,,
11/26/20,,,,77,,,,,N49,C,C_C_N49,,,,,
11/27/20,,,,77,,,,,N49,C,C_C_N49,,,,,
11/28/20,,,,94,,,,,N49,C,C_C_N49,,,,,
11/29/20,,,,94,,,,,N49,C,C_C_N49,,,,,
11/30/20,,,,100,,,,,N49,C,C_C_N49,,,,,
12/1/20,,,,100,,,,,N49,C,C_C_N49,,,,,
12/2/20,,,,116,,,,,N49,C,C_C_N49,,,,,
12/3/20,,,,116,,,,,N49,C,C_C_N49,,,,,
12/4/20,,,,128,,,,,N49,C,C_C_N49,,,,,
12/5/20,,,,128,,,,,N49,C,C_C_N49,,,,,
12/6/20,,,,129,,,,,N49,C,C_C_N49,,,,,
12/7/20,,,,129,,,,,N49,C,C_C_N49,,,,,
12/8/20,,,,142,,,,,N49,C,C_C_N49,,,,,
12/9/20,,,,142,,,,,N49,C,C_C_N49,,,,,
12/10/20,,,,144,,,,,N49,C,C_C_N49,,,,,
12/11/20,,,,144,,,,,N49,C,C_C_N49,,,,,
12/12/20,,,,136,,,,,N49,C,C_C_N49,,,,,
12/13/20,,,,136,,,,,N49,C,C_C_N49,,,,,
12/14/20,,,,137,,,,,N49,C,C_C_N49,,,,,
12/15/20,,,,137,,,,,N49,C,C_C_N49,,,,,
12/16/20,,,,125,,,,,N49,C,C_C_N49,,,,,
12/17/20,,,,125,,,,,N49,C,C_C_N49,,,,,
12/18/20,,,,115,,,,,N49,C,C_C_N49,,,,,
12/19/20,,,,115,,,,,N49,C,C_C_N49,,,,,
12/20/20,,,,119,,,,,N49,C,C_C_N49,,,,,
12/21/20,,,,119,,,,,N49,C,C_C_N49,,,,,
12/22/20,,,,124,,,,,N49,C,C_C_N49,,,,,
12/23/20,,,,124,,,,,N49,C,C_C_N49,,,,,
12/24/20,,,,118,,,,,N49,C,C_C_N49,,,,,
12/25/20,,,,118,,,,,N49,C,C_C_N49,,,,,
12/26/20,,,,119,,,,,N49,C,C_C_N49,,,,,
12/27/20,,,,119,,,,,N49,C,C_C_N49,,,,,
12/28/20,,,,123,,,,,N49,C,C_C_N49,,,,,
12/29/20,,,,123,,,,,N49,C,C_C_N49,,,,,
12/30/20,,,,126,,,,,N49,C,C_C_N49,,,,,
12/31/20,,,,126,,,,,N49,C,C_C_N49,,,,,
1/1/21,,,,135,,,,,N49,C,C_C_N49,,,,,
1/2/21,,,,135,,,,,N49,C,C_C_N49,,,,,
1/3/21,,,,134,,,,,N49,C,C_C_N49,,,,,
1/4/21,,,,134,,,,,N49,C,C_C_N49,,,,,
1/5/21,,,,118,,,,,N49,C,C_C_N49,,,,,
1/6/21,,,,118,,,,,N49,C,C_C_N49,,,,,
1/7/21,,,,124,,,,,N49,C,C_C_N49,,,,,
1/8/21,,,,124,,,,,N49,C,C_C_N49,,,,,
1/9/21,,,,127,,,,,N49,C,C_C_N49,,,,,
1/10/21,,,,127,,,,,N49,C,C_C_N49,,,,,
1/11/21,,,,120,,,,,N49,C,C_C_N49,,,,,
1/12/21,,,,120,,,,,N49,C,C_C_N49,,,,,
1/13/21,,,,120,,,,,N49,C,C_C_N49,,,,,
1/14/21,,,,120,,,,,N49,C,C_C_N49,,,,,
1/15/21,,,,110,,,,,N49,C,C_C_N49,,,,,
1/16/21,,,,110,,,,,N49,C,C_C_N49,,,,,
1/17/21,,,,100,,,,,N49,C,C_C_N49,,,,,
1/18/21,,,,100,,,,,N49,C,C_C_N49,,,,,
1/19/21,,,,102,,,,,N49,C,C_C_N49,,,,,
1/20/21,,,,102,,,,,N49,C,C_C_N49,,,,,
1/21/21,,,,93,,,,,N49,C,C_C_N49,,,,,
1/22/21,,,,93,,,,,N49,C,C_C_N49,,,,,
1/23/21,,,,82,,,,,N49,C,C_C_N49,,,,,
1/24/21,,,,82,,,,,N49,C,C_C_N49,,,,,
1/25/21,,,,85,,,,,N49,C,C_C_N49,,,,,
1/26/21,,,,85,,,,,N49,C,C_C_N49,,,,,
1/27/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
1/28/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
1/29/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
1/30/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
1/31/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
2/1/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
2/2/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
2/3/21,,,,5.5,,,,,N49,C,C_C_N49,,,,,
4/15/20,0,0,0,,0,0,0,,SQ,B,B_B_SQ,,,,,
4/16/20,0,0,0,,0,0,0,,SQ,B,B_B_SQ,,,,,
4/17/20,0,0,0,,0,0,0,,SQ,B,B_B_SQ,,,,,
4/18/20,0,0,1,,0,0,0,,SQ,B,B_B_SQ,,,,,
4/19/20,0,0,0,,0,0,0,,SQ,B,B_B_SQ,,,,,
4/20/20,0,0,0,,0,0,0,,SQ,B,B_B_SQ,,,,,
4/21/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/22/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/23/20,0,0,2,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/24/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/25/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/26/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/27/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/28/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/29/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
4/30/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/1/20,0,0,2,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/2/20,0,0,3,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/3/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/4/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/5/20,0,0,4,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/6/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/7/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/8/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/9/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/10/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/11/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/12/20,0,0,105,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/13/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/14/20,0,0,150,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/15/20,0,0,5,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/16/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/17/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/18/20,0,0,1,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/19/20,0,0,26,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/20/20,0,0,58,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/21/20,0,0,5,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/22/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/23/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/24/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/25/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/26/20,0,0,73,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/27/20,0,0,3,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/28/20,0,0,70,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/29/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/30/20,0,0,0,,0,0,0,0,SQ,B,B_B_SQ,,,,,0
5/31/20,1,1,2,,0,0,0,1,SQ,B,B_B_SQ,,,,,1
6/1/20,1,2,2,,0,0,0,3,SQ,B,B_B_SQ,,,,,2
6/2/20,7,9,166,,0,0,0,12,SQ,B,B_B_SQ,,,,,9
6/3/20,7,16,56,,0,0,0,28,SQ,B,B_B_SQ,,,,,16
6/4/20,0,16,4,,0,0,0,44,SQ,B,B_B_SQ,,,,,16
6/5/20,1,17,192,,0,0,0,61,SQ,B,B_B_SQ,,,,,17
6/6/20,0,17,0,,0,0,0,78,SQ,B,B_B_SQ,,,,,17
6/7/20,0,17,0,,0,0,0,94,SQ,B,B_B_SQ,,,,,16
6/8/20,0,17,1,,0,0,0,109,SQ,B,B_B_SQ,,,,,15
6/9/20,9,26,124,,0,0,0,126,SQ,B,B_B_SQ,,,,,17
6/10/20,1,27,9,,0,0,0,137,SQ,B,B_B_SQ,,,,,11
6/11/20,4,31,126,,0,0,0,152,SQ,B,B_B_SQ,,,,,15
6/12/20,18,49,181,,0,0,0,184,SQ,B,B_B_SQ,,,,,32
6/13/20,0,49,0,,0,0,0,216,SQ,B,B_B_SQ,,,,,32
6/14/20,0,49,0,,0,0,0,248,SQ,B,B_B_SQ,,,,,32
6/15/20,149,198,171,,0,0,0,429,SQ,B,B_B_SQ,,,,,181
6/16/20,121,319,226,,0,0,0,722,SQ,B,B_B_SQ,,,,,293
6/17/20,2,321,39,,0,0,0,1016,SQ,B,B_B_SQ,,,,,294
6/18/20,144,464,245,,1,0,0,1449,SQ,B,B_B_SQ,,,,,434
6/19/20,36,500,91,,0,0,0,1900,SQ,B,B_B_SQ,,,,,452
6/20/20,0,500,0,,0,0,0,2351,SQ,B,B_B_SQ,,,,,452
6/21/20,5,504,5,,1,0,0,2806,SQ,B,B_B_SQ,,,,,457
6/22/20,93,597,333,,0,0,0,3205,SQ,B,B_B_SQ,,,,,401
6/23/20,192,789,386,,0,0,0,3675,SQ,B,B_B_SQ,,,,,472
6/24/20,219,1008,448,,0,0,0,4362,SQ,B,B_B_SQ,,,,,689
6/25/20,160,1164,525,,2,1,1,5062,SQ,B,B_B_SQ,,,,,705
6/26/20,36,1199,111,,1,0,0,5761,SQ,B,B_B_SQ,,,,,705
6/27/20,0,1198,0,,1,0,0,6459,SQ,B,B_B_SQ,,,,,705
6/28/20,3,1196,3,,2,3,0,7151,SQ,B,B_B_SQ,,,,,703
6/29/20,297,1488,417,,1,4,0,8042,SQ,B,B_B_SQ,,,,,907
6/30/20,27,1513,189,,0,2,0,8766,SQ,B,B_B_SQ,,,,,742
7/1/20,15,1513,316,,1,13,1,9271,SQ,B,B_B_SQ,,,,,538
7/2/20,14,1521,27,,0,6,0,9628,SQ,B,B_B_SQ,,,,,392
7/3/20,72,1533,76,,0,58,2,9962,SQ,B,B_B_SQ,,,,,428
7/4/20,49,1503,54,,1,76,2,10267,SQ,B,B_B_SQ,,,,,477
7/5/20,13,1487,54,,2,25,2,10558,SQ,B,B_B_SQ,,,,,487
7/6/20,118,1604,161,,0,1,0,10674,SQ,B,B_B_SQ,,,,,308
7/7/20,159,1636,313,,8,118,1,10797,SQ,B,B_B_SQ,,,,,440
7/8/20,8,1413,409,,2,229,0,10697,SQ,B,B_B_SQ,,,,,433
7/9/20,29,1311,214,,4,127,0,10487,SQ,B,B_B_SQ,,,,,448
7/10/20,58,1277,216,,3,89,0,10231,SQ,B,B_B_SQ,,,,,434
7/11/20,3,1247,6,,0,31,2,9975,SQ,B,B_B_SQ,,,,,388
7/12/20,0,1226,2,,1,19,1,9714,SQ,B,B_B_SQ,,,,,375
7/13/20,6,1177,183,,3,52,0,9287,SQ,B,B_B_SQ,,,,,263
7/14/20,22,1050,192,,1,147,1,8701,SQ,B,B_B_SQ,,,,,126
7/15/20,8,974,532,,1,82,1,8262,SQ,B,B_B_SQ,,,,,126
7/16/20,3,837,218,,2,138,0,7788,SQ,B,B_B_SQ,,,,,100
7/17/20,6,790,143,,1,52,0,7301,SQ,B,B_B_SQ,,,,,48
7/18/20,2,784,425,,0,8,0,6838,SQ,B,B_B_SQ,,,,,47
7/19/20,0,778,0,,0,6,0,6390,SQ,B,B_B_SQ,,,,,47
7/20/20,1,671,62,,0,107,1,5884,SQ,B,B_B_SQ,,,,,42
7/21/20,23,631,225,,2,60,1,5465,SQ,B,B_B_SQ,,,,,43
7/22/20,8,604,496,,2,33,0,5095,SQ,B,B_B_SQ,,,,,43
7/23/20,25,532,213,,1,96,0,4790,SQ,B,B_B_SQ,,,,,65
7/24/20,1,446,196,,2,84,1,4446,SQ,B,B_B_SQ,,,,,60
7/25/20,0,431,0,,0,13,2,4093,SQ,B,B_B_SQ,,,,,58
7/26/20,0,394,1,,2,34,1,3709,SQ,B,B_B_SQ,,,,,58
7/27/20,2,327,95,,1,68,0,3365,SQ,B,B_B_SQ,,,,,59
7/28/20,26,266,102,,1,86,0,3000,SQ,B,B_B_SQ,,,,,62
7/29/20,12,251,449,,0,27,0,2647,SQ,B,B_B_SQ,,,,,66
7/30/20,5,229,183,,1,26,0,2344,SQ,B,B_B_SQ,,,,,46
7/31/20,3,189,156,,3,40,0,2087,SQ,B,B_B_SQ,,,,,48
8/1/20,0,164,4,,0,25,0,1820,SQ,B,B_B_SQ,,,,,48
8/2/20,0,161,0,,0,1,2,1587,SQ,B,B_B_SQ,,,,,48
8/3/20,1,151,99,,2,8,1,1411,SQ,B,B_B_SQ,,,,,47
8/4/20,2,144,122,,1,7,1,1289,SQ,B,B_B_SQ,,,,,23
8/5/20,3,139,465,,0,8,0,1177,SQ,B,B_B_SQ,,,,,14
8/6/20,4,124,103,,0,18,1,1072,SQ,B,B_B_SQ,,,,,13
8/7/20,0,121,137,,0,3,0,1004,SQ,B,B_B_SQ,,,,,10
8/8/20,0,119,2,,0,2,0,959,SQ,B,B_B_SQ,,,,,10
8/9/20,0,115,0,,0,3,1,913,SQ,B,B_B_SQ,,,,,10
8/10/20,0,113,136,,0,2,0,875,SQ,B,B_B_SQ,,,,,9
8/11/20,2,93,453,,0,22,0,824,SQ,B,B_B_SQ,,,,,9
8/12/20,1,85,175,,0,9,0,770,SQ,B,B_B_SQ,,,,,7
8/13/20,0,62,200,,0,23,0,708,SQ,B,B_B_SQ,,,,,3
8/14/20,0,61,49,,0,1,0,648,SQ,B,B_B_SQ,,,,,3
8/15/20,0,60,11,,0,1,0,589,SQ,B,B_B_SQ,,,,,3
8/16/20,0,60,1,,0,0,0,534,SQ,B,B_B_SQ,,,,,3
8/17/20,0,56,132,,0,4,0,477,SQ,B,B_B_SQ,,,,,3
8/18/20,0,35,444,,0,21,0,419,SQ,B,B_B_SQ,,,,,1
8/19/20,0,28,162,,0,7,0,362,SQ,B,B_B_SQ,,,,,0
8/20/20,0,19,185,,0,9,0,319,SQ,B,B_B_SQ,,,,,0
8/21/20,0,17,73,,0,1,1,275,SQ,B,B_B_SQ,,,,,0
8/22/20,0,17,10,,0,0,0,232,SQ,B,B_B_SQ,,,,,0
8/23/20,0,17,1,,0,0,0,189,SQ,B,B_B_SQ,,,,,0
8/24/20,0,17,141,,0,0,0,150,SQ,B,B_B_SQ,,,,,0
8/25/20,0,15,539,,0,2,0,130,SQ,B,B_B_SQ,,,,,0
8/26/20,1,11,150,,0,5,0,113,SQ,B,B_B_SQ,,,,,1
8/27/20,0,8,226,,0,3,0,102,SQ,B,B_B_SQ,,,,,1
8/28/20,0,8,39,,0,0,0,93,SQ,B,B_B_SQ,,,,,1
8/29/20,0,7,17,,0,1,0,83,SQ,B,B_B_SQ,,,,,1
8/30/20,0,7,1,,0,0,0,73,SQ,B,B_B_SQ,,,,,1
8/31/20,0,7,132,,0,0,0,63,SQ,B,B_B_SQ,,,,,1
9/1/20,0,5,535,,0,2,0,53,SQ,B,B_B_SQ,,,,,1
9/2/20,0,4,197,,0,1,0,46,SQ,B,B_B_SQ,,,,,0
9/3/20,0,4,117,,0,0,0,42,SQ,B,B_B_SQ,,,,,0
9/4/20,0,4,62,,0,0,0,38,SQ,B,B_B_SQ,,,,,0
9/5/20,0,4,5,,0,0,0,35,SQ,B,B_B_SQ,,,,,0
9/6/20,0,4,1,,0,0,0,32,SQ,B,B_B_SQ,,,,,0
9/7/20,0,3,8,,0,1,0,28,SQ,B,B_B_SQ,,,,,0
9/8/20,0,3,527,,0,0,0,26,SQ,B,B_B_SQ,,,,,0
9/9/20,0,3,272,,0,0,0,25,SQ,B,B_B_SQ,,,,,0
9/10/20,0,3,114,,0,0,0,24,SQ,B,B_B_SQ,,,,,0
9/11/20,0,3,106,,0,0,0,23,SQ,B,B_B_SQ,,,,,0
9/12/20,0,3,4,,0,0,0,22,SQ,B,B_B_SQ,,,,,0
9/13/20,0,3,0,,0,0,0,21,SQ,B,B_B_SQ,,,,,0
9/14/20,0,3,7,,0,0,0,21,SQ,B,B_B_SQ,,,,,0
9/15/20,0,3,503,,0,0,0,21,SQ,B,B_B_SQ,,,,,0
9/16/20,0,2,245,,0,1,0,20,SQ,B,B_B_SQ,,,,,0
9/17/20,0,2,128,,0,0,0,19,SQ,B,B_B_SQ,,,,,0
9/18/20,0,2,89,,0,0,0,18,SQ,B,B_B_SQ,,,,,0
9/19/20,0,2,3,,0,0,0,17,SQ,B,B_B_SQ,,,,,0
9/20/20,0,2,0,,0,0,0,16,SQ,B,B_B_SQ,,,,,0
9/21/20,0,2,150,,0,0,0,15,SQ,B,B_B_SQ,,,,,0
9/22/20,0,2,514,,0,0,0,14,SQ,B,B_B_SQ,,,,,0
9/23/20,0,2,161,,0,0,0,14,SQ,B,B_B_SQ,,,,,0
9/24/20,0,2,103,,0,0,0,14,SQ,B,B_B_SQ,,,,,0
9/25/20,0,1,51,,0,0,1,13,SQ,B,B_B_SQ,,,,,0
9/26/20,0,1,15,,0,0,0,12,SQ,B,B_B_SQ,,,,,0
9/27/20,0,1,0,,0,0,0,11,SQ,B,B_B_SQ,,,,,0
9/28/20,0,1,155,,0,0,0,10,SQ,B,B_B_SQ,,,,,0
9/29/20,0,1,403,,0,0,0,9,SQ,B,B_B_SQ,,,,,0
9/30/20,0,1,249,,0,0,0,8,SQ,B,B_B_SQ,,,,,0
10/1/20,0,1,104,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/2/20,0,1,38,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/3/20,0,1,7,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/4/20,0,1,3,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/5/20,0,1,147,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/6/20,0,1,393,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/7/20,0,1,230,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/8/20,0,1,99,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/9/20,0,1,95,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/10/20,0,1,8,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/11/20,0,1,0,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/12/20,0,1,288,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/13/20,0,1,377,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/14/20,0,1,231,,0,0,0,7,SQ,B,B_B_SQ,,,,,0
10/15/20,0,1,85,,0,0,0,7,SQ,B,B_B_SQ,,,,,0